,artists,album_name,track_name,popularity,explicit,danceability,energy,valence,duration_min,valence_category,cat_danceability,year,category,nominee,artist,winner
531,Left/Right;Jacq,Bad,Bad,10,False,0.7,0.763,0.333,5.4788333333,Negativo,Alta,1987,Best Engineered Recording - Non-Classical,Bad,,True
532,Dj Promo,Hope,Bad,19,False,0.587,0.711,0.52,2.2836666667,Neutro,Media,1987,Best Engineered Recording - Non-Classical,Bad,,True
533,Royal Deluxe,Savages,Bad,51,False,0.561,0.624,0.559,3.23,Neutro,Media,1987,Best Engineered Recording - Non-Classical,Bad,,True
534,Black Sun Empire;State of Mind,Until The World Ends,Bad,23,False,0.535,0.925,0.375,5.3255666667,Negativo,Media,1987,Best Engineered Recording - Non-Classical,Bad,,True
535,Yung Pinch,4EVERHEARTBROKE 4,11:11,34,True,0.793,0.511,0.244,3.89145,Negativo,Alta,2019,Best Latin Pop Album,11:11,Maluma,True
536,Vini Vici;Pawan Nair,11:11,11:11,45,False,0.532,0.921,0.0411,6.5588166667,Negativo,Media,2019,Best Latin Pop Album,11:11,Maluma,True
537,Kevin de Vries,Dance With Me EP,Dance With Me,63,False,0.792,0.704,0.472,6.5265,Neutro,Alta,1998,Best Polka Album,Dance With Me,Jimmy Sturr & His Orchestra,True
538,Busy Signal,Reggae's Gone Country,The Gambler,37,False,0.792,0.527,0.657,4.0524333333,Positivo,Alta,1979,"Best Country Vocal Performance, Male",The Gambler,Kenny Rogers,True
539,Busy Signal,Reggae's Gone Country,The Gambler,37,False,0.792,0.527,0.657,4.0524333333,Positivo,Alta,1978,Best Country Song,The Gambler,,True
540,Kenny Rogers,The Gambler,The Gambler,75,False,0.671,0.501,0.86,3.5813333333,Positivo,Alta,1979,"Best Country Vocal Performance, Male",The Gambler,Kenny Rogers,True
541,Kenny Rogers,The Gambler,The Gambler,75,False,0.671,0.501,0.86,3.5813333333,Positivo,Alta,1978,Best Country Song,The Gambler,,True
542,LL COOL J,Mama Said Knock You Out,Mama Said Knock You Out,64,True,0.791,0.759,0.619,4.8282166667,Positivo,Alta,1991,Best Rap Solo Performance,Mama Said Knock You Out,LL Cool J,True
543,Jay Daniel,TALA,Aja,17,False,0.79,0.464,0.225,4.6388833333,Negativo,Alta,1977,Best Engineered Recording - Non-Classical,Aja,,True
544,Diljit Dosanjh,Drive Thru,Lemonade,74,False,0.789,0.744,0.783,2.7777666667,Positivo,Alta,2016,Best Urban Contemporary Album,Lemonade,Beyoncé,True
545,Simply Red,Sunrise European Single,Sunrise,57,False,0.788,0.728,0.936,3.3362166667,Positivo,Alta,2004,Best Female Pop Vocal Performance,Sunrise,Norah Jones,True
546,Catz 'n Dogz;James Yuill,Moments,Sunrise,44,False,0.769,0.374,0.282,3.4126,Negativo,Alta,2004,Best Female Pop Vocal Performance,Sunrise,Norah Jones,True
547,Jako Diaz,Sunrise,Sunrise,60,False,0.696,0.701,0.491,3.8308333333,Neutro,Alta,2004,Best Female Pop Vocal Performance,Sunrise,Norah Jones,True
548,Faime,Sunrise,Sunrise,42,False,0.619,0.398,0.579,2.91025,Neutro,Alta,2004,Best Female Pop Vocal Performance,Sunrise,Norah Jones,True
549,Kevitch,Sunrise,Sunrise,54,False,0.609,0.389,0.144,3.4790666667,Negativo,Alta,2004,Best Female Pop Vocal Performance,Sunrise,Norah Jones,True
550,Norah Jones,Feels Like Home,Sunrise,73,False,0.526,0.299,0.679,3.3437666667,Positivo,Media,2004,Best Female Pop Vocal Performance,Sunrise,Norah Jones,True
551,ARTY;April Bender,Sunrise,Sunrise,52,False,0.428,0.695,0.214,3.3037166667,Negativo,Media,2004,Best Female Pop Vocal Performance,Sunrise,Norah Jones,True
552,Our Last Night,Oak Island,Sunrise,57,False,0.376,0.877,0.168,3.8208333333,Negativo,Baja,2004,Best Female Pop Vocal Performance,Sunrise,Norah Jones,True
553,Mini Pop Kids,Mini Pop Kids 13,Uptown Funk,10,False,0.787,0.739,0.77,4.5314666667,Positivo,Alta,2015,Record Of The Year,Uptown Funk,Mark Ronson Featuring Bruno Mars,True
554,Mini Pop Kids,Mini Pop Kids 13,Uptown Funk,10,False,0.787,0.739,0.77,4.5314666667,Positivo,Alta,2015,Best Pop Duo/Group Performance,Uptown Funk,Mark Ronson Featuring Bruno Mars,True
555,Doja Cat,Hot Pink,Say So,79,True,0.787,0.673,0.779,3.9648833333,Positivo,Alta,2019,Best R&B Song,Say So,,True
556,One True God,Honey,Honey,49,False,0.787,0.629,0.46,2.3846,Neutro,Alta,1975,Best Album Package,Honey,,True
557,Dominik Grey,Tomorrow Never Dies,Honey,33,False,0.659,0.576,0.249,2.0347333333,Negativo,Alta,1975,Best Album Package,Honey,,True
558,Austin Plaine,Honey,Honey,28,False,0.517,0.578,0.398,3.19955,Negativo,Media,1975,Best Album Package,Honey,,True
559,Floyd Cramer,Class of '68,Honey,21,False,0.456,0.132,0.494,2.5377666667,Neutro,Media,1975,Best Album Package,Honey,,True
560,Old Mervs,Honey,Honey,36,False,0.428,0.819,0.586,4.0092333333,Neutro,Media,1975,Best Album Package,Honey,,True
561,Bobby Goldsboro,Honey,Honey,60,False,0.399,0.278,0.597,3.9788833333,Neutro,Baja,1975,Best Album Package,Honey,,True
562,Curbi;PollyAnna,Vertigo,Vertigo,65,False,0.785,0.846,0.334,2.7918166667,Negativo,Alta,2004,Best Rock Performance By A Duo Or Group With Vocal,Vertigo,U2,True
563,Curbi;PollyAnna,Vertigo,Vertigo,65,False,0.785,0.846,0.334,2.7918166667,Negativo,Alta,2004,Best Rock Song,Vertigo,,True
564,Curbi;PollyAnna,Vertigo,Vertigo,65,False,0.785,0.846,0.334,2.7918166667,Negativo,Alta,2004,Best Short Form Music Video,Vertigo,U2,True
565,Rob Gasser;Laura Brehm,Vertigo,Vertigo,45,False,0.504,0.911,0.606,3.7975333333,Positivo,Media,2004,Best Rock Performance By A Duo Or Group With Vocal,Vertigo,U2,True
566,Rob Gasser;Laura Brehm,Vertigo,Vertigo,45,False,0.504,0.911,0.606,3.7975333333,Positivo,Media,2004,Best Rock Song,Vertigo,,True
567,Rob Gasser;Laura Brehm,Vertigo,Vertigo,45,False,0.504,0.911,0.606,3.7975333333,Positivo,Media,2004,Best Short Form Music Video,Vertigo,U2,True
568,Annix;skantia,Vertigo,Vertigo,19,False,0.423,0.823,0.0759,3.6571333333,Negativo,Media,2004,Best Rock Performance By A Duo Or Group With Vocal,Vertigo,U2,True
569,Annix;skantia,Vertigo,Vertigo,19,False,0.423,0.823,0.0759,3.6571333333,Negativo,Media,2004,Best Rock Song,Vertigo,,True
570,Annix;skantia,Vertigo,Vertigo,19,False,0.423,0.823,0.0759,3.6571333333,Negativo,Media,2004,Best Short Form Music Video,Vertigo,U2,True
571,Michael Calfan,Bittersweet,Bittersweet,57,False,0.783,0.515,0.502,2.5608666667,Neutro,Alta,2010,Best Female R&B Vocal Performance,Bittersweet,Fantasia,True
572,Lianne La Havas,rainy day indie,Bittersweet,0,False,0.57,0.409,0.304,3.944,Negativo,Media,2010,Best Female R&B Vocal Performance,Bittersweet,Fantasia,True
573,Everything But The Girl,Eden,Bittersweet,17,False,0.501,0.311,0.769,2.85,Positivo,Media,2010,Best Female R&B Vocal Performance,Bittersweet,Fantasia,True
574,Ten City,"THAT WAS THEN, THIS IS NOW",Say Something,7,False,0.78,0.732,0.706,4.2644333333,Positivo,Alta,2014,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,True
575,A Great Big World,流星花園音樂專輯,Say Something,40,False,0.456,0.101,0.155,3.8262166667,Negativo,Media,2014,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,True
576,A Great Big World;Christina Aguilera,Say Something,Say Something,58,False,0.453,0.146,0.0915,3.8233333333,Negativo,Media,2014,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,True
577,Ariana Grande,"thank u, next",7 rings,84,True,0.778,0.317,0.327,2.9771,Negativo,Alta,2019,Record Of The Year,7 rings,Ariana Grande,True
578,Ariana Grande,"thank u, next",7 rings,84,True,0.778,0.317,0.327,2.9771,Negativo,Alta,2019,Best Pop Solo Performance,7 rings,Ariana Grande,True
579,Teenage Mutants,Rebirth,Rebirth,47,False,0.778,0.893,0.34,6.6695333333,Negativo,Alta,2017,Best Jazz Instrumental Album,Rebirth,Billy Childs,True
580,Teenage Mutants,Rebirth,Rebirth,47,False,0.778,0.893,0.34,6.6695333333,Negativo,Alta,2012,Best Reggae Album,Rebirth,Jimmy Cliff,True
581,Napkey,Vanguard,Rebirth,54,False,0.723,0.51,0.208,5.1851833333,Negativo,Alta,2017,Best Jazz Instrumental Album,Rebirth,Billy Childs,True
582,Napkey,Vanguard,Rebirth,54,False,0.723,0.51,0.208,5.1851833333,Negativo,Alta,2012,Best Reggae Album,Rebirth,Jimmy Cliff,True
583,Toutant,Rebirth,Rebirth,43,False,0.632,0.92,0.15,3.3263,Negativo,Alta,2017,Best Jazz Instrumental Album,Rebirth,Billy Childs,True
584,Toutant,Rebirth,Rebirth,43,False,0.632,0.92,0.15,3.3263,Negativo,Alta,2012,Best Reggae Album,Rebirth,Jimmy Cliff,True
585,Shaka,Rebirth,Rebirth,38,False,0.577,0.663,0.224,5.6733833333,Negativo,Media,2017,Best Jazz Instrumental Album,Rebirth,Billy Childs,True
586,Shaka,Rebirth,Rebirth,38,False,0.577,0.663,0.224,5.6733833333,Negativo,Media,2012,Best Reggae Album,Rebirth,Jimmy Cliff,True
587,Ingested,Rebirth,Rebirth,44,True,0.545,0.982,0.249,4.02945,Negativo,Media,2017,Best Jazz Instrumental Album,Rebirth,Billy Childs,True
588,Ingested,Rebirth,Rebirth,44,True,0.545,0.982,0.249,4.02945,Negativo,Media,2012,Best Reggae Album,Rebirth,Jimmy Cliff,True
589,Stereo Express,Rebirth,Rebirth,45,False,0.489,0.834,0.0488,7.9845833333,Negativo,Media,2017,Best Jazz Instrumental Album,Rebirth,Billy Childs,True
590,Stereo Express,Rebirth,Rebirth,45,False,0.489,0.834,0.0488,7.9845833333,Negativo,Media,2012,Best Reggae Album,Rebirth,Jimmy Cliff,True
591,RAC;Louis The Child,BOY,Passion,67,False,0.777,0.721,0.88,2.2124333333,Positivo,Alta,1994,Best Musical Show Album,Passion,,True
592,twocolors,Night Drive Autumn/Winter 2022/23,Passion,0,False,0.695,0.756,0.413,2.7560833333,Neutro,Alta,1994,Best Musical Show Album,Passion,,True
593,Reality Test;Shanti People,Passion,Passion,46,False,0.637,0.858,0.272,3.5072333333,Negativo,Alta,1994,Best Musical Show Album,Passion,,True
594,All That Remains,This Darkened Heart,Passion,26,False,0.459,0.953,0.564,3.7044333333,Neutro,Media,1994,Best Musical Show Album,Passion,,True
595,Jorge Muñiz,Azulejos 2,Bachata Rosa,32,False,0.777,0.387,0.51,4.2706666667,Neutro,Alta,1991,Best Tropical Latin Album,Bachata Rosa,Juan Luis Guerra 4.40,True
596,Enrique Iglesias,Escape,Escape,59,False,0.776,0.844,0.868,3.4771,Positivo,Alta,1985,"Best Rock Instrumental Performance (Orchestra, Group Or Soloist)",Escape,Jeff Beck,True
597,SKE48,鈴懸の木の道で「君の微笑みを夢に見る」と言ってしまったら僕たちの関係はどう変わってしまうのか、僕なりに何日か考えた上でのやや気恥ずかしい結論のようなもの<Type-S>,Escape,19,False,0.566,0.979,0.288,4.18555,Negativo,Media,1985,"Best Rock Instrumental Performance (Orchestra, Group Or Soloist)",Escape,Jeff Beck,True
598,Neolux,Escape,Escape,39,False,0.536,0.927,0.159,4.2943666667,Negativo,Media,1985,"Best Rock Instrumental Performance (Orchestra, Group Or Soloist)",Escape,Jeff Beck,True
599,Da Tweekaz,Escape,Escape,57,False,0.454,0.942,0.0955,3.0380833333,Negativo,Media,1985,"Best Rock Instrumental Performance (Orchestra, Group Or Soloist)",Escape,Jeff Beck,True
600,Bob Marley & The Wailers,Kaya,Is This Love,76,False,0.776,0.559,0.758,3.87,Positivo,Alta,2011,Best R&B Performance,Is This Love,Corinne Bailey Rae,True
601,Whitesnake,Whitesnake's Greatest Hits,Is This Love,57,False,0.493,0.747,0.536,4.74,Neutro,Media,2011,Best R&B Performance,Is This Love,Corinne Bailey Rae,True
602,Anitta;J Balvin,Downtown,Downtown,72,False,0.775,0.679,0.619,3.2242666667,Positivo,Alta,1964,Best Rock & Roll Recording,Downtown,Petula Clark,True
603,Petula Clark,The Classic Collection,Downtown,20,False,0.495,0.54,0.559,3.0844333333,Neutro,Media,1964,Best Rock & Roll Recording,Downtown,Petula Clark,True
604,Capitalist Casualties,Disassembly Line,Downtown,12,False,0.343,0.823,0.86,1.4993333333,Positivo,Baja,1964,Best Rock & Roll Recording,Downtown,Petula Clark,True
605,Josh A,Fearless,Fearless,61,True,0.774,0.668,0.507,2.3359333333,Neutro,Alta,2009,Album Of The Year,Fearless,Taylor Swift,True
606,Josh A,Fearless,Fearless,61,True,0.774,0.668,0.507,2.3359333333,Neutro,Alta,2009,Best Country Album,Fearless,Taylor Swift,True
607,VNV Nation,Futureperfect,Fearless,22,False,0.606,0.828,0.698,6.2708833333,Positivo,Alta,2009,Album Of The Year,Fearless,Taylor Swift,True
608,VNV Nation,Futureperfect,Fearless,22,False,0.606,0.828,0.698,6.2708833333,Positivo,Alta,2009,Best Country Album,Fearless,Taylor Swift,True
609,Pink Floyd,Meddle,Fearless,60,False,0.381,0.341,0.178,6.1322166667,Negativo,Baja,2009,Album Of The Year,Fearless,Taylor Swift,True
610,Pink Floyd,Meddle,Fearless,60,False,0.381,0.341,0.178,6.1322166667,Negativo,Baja,2009,Best Country Album,Fearless,Taylor Swift,True
611,Upchurch,King of Dixie,Tunnel Vision,44,True,0.773,0.516,0.358,2.5036333333,Negativo,Alta,2019,Best Gospel Album,Tunnel Vision,Gene Moore,True
612,Subtact,Tunnel Vision,Tunnel Vision,45,False,0.532,0.886,0.544,4.4171666667,Neutro,Media,2019,Best Gospel Album,Tunnel Vision,Gene Moore,True
613,Kodak Black,Hiphopowe nowości,Tunnel Vision,0,True,0.497,0.489,0.231,4.4697666667,Negativo,Media,2019,Best Gospel Album,Tunnel Vision,Gene Moore,True
614,Gloria Gaynor,Love Tracks,I Will Survive,69,False,0.77,0.775,0.802,4.9351,Positivo,Alta,1979,Best Disco Recording,I Will Survive,Gloria Gaynor,True
615,Josh A,You're Not Alone,Revenge,55,False,0.77,0.618,0.463,2.12375,Neutro,Alta,1967,Best Comedy Recording,Revenge,Bill Cosby,True
616,XXXTENTACION,17,Revenge,87,True,0.746,0.251,0.18,2.0004333333,Negativo,Alta,1967,Best Comedy Recording,Revenge,Bill Cosby,True
617,Shade k;Lady Shade,Lose Control E.P.,Umbrella,12,False,0.77,0.887,0.491,3.16485,Neutro,Alta,2007,Best Rap/Sung Collaboration,Umbrella,Rihanna Featuring Jay-Z,True
618,The Baseballs,Strike,Umbrella,27,False,0.644,0.879,0.926,3.12555,Positivo,Alta,2007,Best Rap/Sung Collaboration,Umbrella,Rihanna Featuring Jay-Z,True
619,Bolier;Arem Ozguc;Arman Aydin;NBLM,Imagine,Imagine,50,False,0.769,0.803,0.559,2.83635,Neutro,Alta,2010,Best Pop Collaboration With Vocals,Imagine,"Herbie Hancock, Pink, India.Arie, Seal, Konono No 1, Jeff Beck & Oumou Sangare",True
620,Fasero,Músicas Calmas para Relaxar: Sons e Música Relaxante para Dormir e Meditaçao de Relaxamento,Imagine,31,False,0.654,0.555,0.321,4.1162166667,Negativo,Alta,2010,Best Pop Collaboration With Vocals,Imagine,"Herbie Hancock, Pink, India.Arie, Seal, Konono No 1, Jeff Beck & Oumou Sangare",True
621,Edy Hafler,"Guitar Pop Covers, Vol. 1",Imagine,46,False,0.622,0.189,0.368,2.81665,Negativo,Alta,2010,Best Pop Collaboration With Vocals,Imagine,"Herbie Hancock, Pink, India.Arie, Seal, Konono No 1, Jeff Beck & Oumou Sangare",True
622,Serhat Durmus;NOES,Imagine,Imagine,45,False,0.618,0.641,0.0554,3.5804666667,Negativo,Alta,2010,Best Pop Collaboration With Vocals,Imagine,"Herbie Hancock, Pink, India.Arie, Seal, Konono No 1, Jeff Beck & Oumou Sangare",True
623,Will Ackerman,Was It This Lifetime: Pieces for Guitar (1991-2011),Imagine,22,False,0.331,0.194,0.0756,2.6344333333,Negativo,Baja,2010,Best Pop Collaboration With Vocals,Imagine,"Herbie Hancock, Pink, India.Arie, Seal, Konono No 1, Jeff Beck & Oumou Sangare",True
624,Bass Modulators,Imagine,Imagine,52,False,0.302,0.865,0.152,4.0688833333,Negativo,Baja,2010,Best Pop Collaboration With Vocals,Imagine,"Herbie Hancock, Pink, India.Arie, Seal, Konono No 1, Jeff Beck & Oumou Sangare",True
625,Havoc Brothers,9 To 5,9 To 5,41,False,0.767,0.654,0.817,4.3333333333,Positivo,Alta,1981,"Best Country Vocal Performance, Female",9 To 5,Dolly Parton,True
626,Havoc Brothers,9 To 5,9 To 5,41,False,0.767,0.654,0.817,4.3333333333,Positivo,Alta,1981,Best Country Song,9 To 5,,True
627,Y.V.E. 48,Fast Car,Fast Car,59,False,0.765,0.561,0.147,2.6205333333,Negativo,Alta,1988,"Best Pop Vocal Performance, Female",Fast Car,Tracy Chapman,True
628,Tracy Chapman,Tracy Chapman,Fast Car,78,False,0.711,0.292,0.194,4.9466666667,Negativo,Alta,1988,"Best Pop Vocal Performance, Female",Fast Car,Tracy Chapman,True
629,Jonas Blue;Dakota,Blue,Fast Car,73,False,0.672,0.578,0.548,3.5404,Neutro,Alta,1988,"Best Pop Vocal Performance, Female",Fast Car,Tracy Chapman,True
630,Boyce Avenue;Kina Grannis,"Cover Sessions, Vol. 2",Fast Car,61,False,0.392,0.251,0.508,5.07155,Neutro,Baja,1988,"Best Pop Vocal Performance, Female",Fast Car,Tracy Chapman,True
631,Krafty Kuts,Let's Roll,Let's Roll,16,False,0.765,0.87,0.653,4.0597,Positivo,Alta,2003,Best Contemporary Blues Album,Let's Roll,Etta James,True
632,Jor'dan Armstrong,Blsd (Deluxe),Higher,19,False,0.765,0.888,0.625,4.4651666667,Positivo,Alta,2019,Best Rap/Sung Performance,Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,True
633,Clean Bandit;iann dior,Hot Mix Pop,Higher,2,False,0.716,0.736,0.542,3.3992166667,Neutro,Alta,2019,Best Rap/Sung Performance,Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,True
634,Michael Mayer,Tsugi Club,Higher,0,False,0.685,0.938,0.174,5.9574166667,Negativo,Alta,2019,Best Rap/Sung Performance,Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,True
635,DJ Fresh;Used;Nikki Ambers,Higher (MKII Remix),Higher,23,False,0.494,0.941,0.142,2.8806666667,Negativo,Media,2019,Best Rap/Sung Performance,Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,True
636,Creed,Human Clay,Higher,71,False,0.459,0.83,0.431,5.2788833333,Neutro,Media,2019,Best Rap/Sung Performance,Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,True
637,The Score,ATLAS,Higher,60,False,0.449,0.745,0.465,3.5768833333,Neutro,Media,2019,Best Rap/Sung Performance,Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,True
638,Sigma;Labrinth,Higher,Higher,46,False,0.424,0.872,0.476,3.0175333333,Neutro,Media,2019,Best Rap/Sung Performance,Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,True
639,Lea Salonga,Allegiance (Original Broadway Cast Recording),Higher,21,False,0.281,0.399,0.333,3.7213333333,Negativo,Baja,2019,Best Rap/Sung Performance,Higher,DJ Khaled Featuring Nipsey Hussle & John Legend,True
640,6 Dogs,Saturn,Saturn,56,False,0.764,0.342,0.377,1.6038833333,Negativo,Alta,2019,Best Urban Contemporary Album,Saturn,NAO,True
641,Stevie Wonder,Coffee Break,Saturn,1,False,0.541,0.485,0.211,4.8962166667,Negativo,Media,2019,Best Urban Contemporary Album,Saturn,NAO,True
642,Sleeping At Last,Atlas: I,Saturn,68,False,0.263,0.237,0.0461,4.8298666667,Negativo,Baja,2019,Best Urban Contemporary Album,Saturn,NAO,True
643,Michael Jackson,Scream,Thriller,70,False,0.764,0.887,0.72,5.96755,Positivo,Alta,1983,Album Of The Year,Thriller,Michael Jackson,True
644,Michael Jackson,Scream,Thriller,70,False,0.764,0.887,0.72,5.96755,Positivo,Alta,1983,"Best Pop Vocal Performance, Male",Thriller,Michael Jackson,True
645,Michael Jackson,Scream,Thriller,70,False,0.764,0.887,0.72,5.96755,Positivo,Alta,1983,Best Engineered Recording - Non-Classical,Thriller,,True
646,The Countdown Kids,Happy Halloween! (Spooky Favorites for Kids),Thriller,0,False,0.728,0.668,0.604,5.8833333333,Positivo,Alta,1983,Album Of The Year,Thriller,Michael Jackson,True
647,The Countdown Kids,Happy Halloween! (Spooky Favorites for Kids),Thriller,0,False,0.728,0.668,0.604,5.8833333333,Positivo,Alta,1983,"Best Pop Vocal Performance, Male",Thriller,Michael Jackson,True
648,The Countdown Kids,Happy Halloween! (Spooky Favorites for Kids),Thriller,0,False,0.728,0.668,0.604,5.8833333333,Positivo,Alta,1983,Best Engineered Recording - Non-Classical,Thriller,,True
649,Kidz Bop Kids,Para pedir dulces,Thriller,0,False,0.675,0.972,0.756,3.817,Positivo,Alta,1983,Album Of The Year,Thriller,Michael Jackson,True
650,Kidz Bop Kids,Para pedir dulces,Thriller,0,False,0.675,0.972,0.756,3.817,Positivo,Alta,1983,"Best Pop Vocal Performance, Male",Thriller,Michael Jackson,True
651,Kidz Bop Kids,Para pedir dulces,Thriller,0,False,0.675,0.972,0.756,3.817,Positivo,Alta,1983,Best Engineered Recording - Non-Classical,Thriller,,True
652,Y.V.E. 48,Days Go By,Days Go By,51,False,0.759,0.492,0.199,2.6607,Negativo,Alta,2002,Best Dance Recording,Days Go By,Dirty Vegas,True
653,selfyy,icYY,Jerome,38,True,0.759,0.828,0.271,1.9251833333,Negativo,Alta,2019,Best Traditional R&B Performance,Jerome,Lizzo,True
654,Shawn Mendes;Camila Cabello,Tutti in piscina Canzoni per bambini,Señorita,2,False,0.759,0.54,0.75,3.1826666667,Positivo,Alta,2019,Best Pop Duo/Group Performance,Señorita,Shawn Mendes & Camila Cabello,True
655,Andrew Foy,Señorita,Señorita,20,False,0.744,0.301,0.68,3.2223333333,Positivo,Alta,2019,Best Pop Duo/Group Performance,Señorita,Shawn Mendes & Camila Cabello,True
656,Adolescent's Orquesta,Reclamando Nuestro Espacio,Señorita,36,False,0.683,0.553,0.876,5.0133333333,Positivo,Alta,2019,Best Pop Duo/Group Performance,Señorita,Shawn Mendes & Camila Cabello,True
